NumRuns,ArtAType,ArtAMainstat,HP_f_A,AK_f_A,DF_f_A,HP_p_A,AK_p_A,DF_p_A,ER_p_A,EM_f_A,CR_p_A,CD_p_A,ArtAType,ArtAMainstat,HP_f_B,AK_f_B,DF_f_B,HP_p_B,AK_p_B,DF_p_B,ER_p_B,EM_f_B,CR_p_B,CD_p_B
4,Circlet,AK_p,538,29,65,0,0,6,0,0,0,0,Circlet,CD_p,807,33,0,0,9,5,0,0,0,0
5,Circlet,DF_p,269,70,0,9,8,0,0,0,0,0,Circlet,HP_p,0,0,0,0,0,12,17,19,0,23
1,Circlet,HP_p,299,53,0,0,0,10,0,35,0,0,Circlet,CR_p,478,41,0,0,5,14,0,0,0,0
0,Circlet,CR_p,777,0,39,0,10,0,0,42,0,0,Circlet,HP_p,508,0,23,0,0,0,0,0,4,24
1,Circlet,DF_p,418,19,35,0,14,0,0,0,0,0,Circlet,HP_p,209,0,62,0,0,0,0,42,10,0
0,Circlet,AK_p,866,33,0,0,0,0,10,21,0,0,Circlet,HB_p,269,0,0,0,0,0,10,0,7,23
164,Circlet,AK_p,0,18,0,0,0,0,9,61,0,15,Circlet,HP_p,508,0,0,0,0,5,0,44,0,19
0,Circlet,HB_p,0,14,76,0,0,6,0,42,0,0,Circlet,HB_p,0,31,0,10,17,6,0,0,0,0
0,Circlet,DF_p,568,33,37,0,9,0,0,0,0,0,Circlet,HP_p,508,0,67,0,0,0,10,0,0,7
17,Circlet,HP_p,568,0,56,0,4,0,0,0,0,16,Circlet,DF_p,239,0,0,0,10,0,0,37,10,0
12,Circlet,HP_p,299,0,0,0,15,12,0,0,7,0,Circlet,HP_p,239,0,39,0,0,0,5,0,12,0
3,Circlet,HB_p,0,14,42,0,0,26,0,0,0,6,Circlet,DF_p,747,0,0,5,16,0,0,0,0,5
9,Circlet,HB_p,299,0,0,11,0,0,23,16,0,0,Circlet,DF_p,538,0,0,0,4,0,6,0,14,0
2,Circlet,HP_p,657,16,58,0,0,7,0,0,0,0,Circlet,DF_p,0,0,0,10,6,0,11,0,13,0
11,Circlet,HP_p,0,16,42,0,14,13,0,0,0,0,Circlet,AK_p,657,0,23,0,0,10,0,0,0,15
1,Circlet,DF_p,0,35,53,0,0,0,5,63,0,0,Circlet,HB_p,239,37,0,0,11,0,0,49,0,0
8,Circlet,HB_p,657,16,46,10,0,0,0,0,0,0,Circlet,CR_p,538,0,53,0,9,0,5,0,0,0
5,Circlet,AK_p,478,0,0,0,0,25,0,0,7,7,Circlet,HP_p,0,0,53,0,10,0,0,0,9,7
1,Circlet,CR_p,478,19,81,0,0,0,0,40,0,0,Circlet,AK_p,926,16,0,9,0,0,0,0,0,7
11,Circlet,HP_p,0,0,16,0,0,19,0,40,0,14,Circlet,DF_p,0,29,0,0,10,0,0,40,0,12
17,Circlet,DF_p,807,0,16,6,0,0,15,0,0,0,Circlet,CR_p,418,35,39,0,0,0,0,0,0,13
21,Circlet,CD_p,0,0,62,9,15,0,0,0,3,0,Circlet,HP_p,538,0,56,0,0,0,5,0,7,0
2,Circlet,CR_p,538,0,16,0,9,21,0,0,0,0,Circlet,CR_p,1105,16,37,0,0,0,0,0,0,13
1,Circlet,CR_p,717,0,39,6,0,0,0,54,0,0,Circlet,HP_p,0,0,65,0,0,7,5,0,9,0
23,Circlet,AK_p,0,0,0,11,0,7,10,0,10,0,Circlet,AK_p,0,0,39,0,0,5,0,0,7,18
5,Circlet,CR_p,807,33,19,10,0,0,0,0,0,0,Circlet,DF_p,1016,0,21,4,0,0,0,0,7,0
26,Circlet,CR_p,0,14,0,0,0,14,11,0,0,26,Circlet,HP_p,0,14,56,0,5,0,0,0,0,25
12,Circlet,HP_p,209,35,42,0,0,0,0,58,0,0,Circlet,HP_p,0,0,23,0,0,10,0,65,7,0
10,Circlet,HP_p,538,56,37,0,0,0,5,0,0,0,Circlet,HB_p,0,37,0,10,0,0,0,0,3,20
25,Circlet,AK_p,0,19,65,0,0,0,5,0,13,0,Circlet,HP_p,508,16,0,0,4,0,0,0,0,28
11,Circlet,CD_p,448,0,42,0,0,0,10,44,0,0,Circlet,AK_p,0,18,0,0,0,0,5,47,0,32
5,Circlet,DF_p,239,0,0,10,10,0,17,0,0,0,Circlet,HP_p,239,49,21,0,0,0,0,0,0,17
12,Circlet,DF_p,0,0,0,4,0,0,6,56,0,19,Circlet,HB_p,0,19,0,19,0,0,0,0,10,7
3,Circlet,DF_p,807,14,0,0,9,0,12,0,0,0,Circlet,DF_p,418,0,0,0,13,0,11,44,0,0
2,Circlet,HB_p,0,0,16,0,0,13,27,23,0,0,Circlet,CR_p,508,72,0,0,4,0,0,19,0,0
0,Circlet,CD_p,0,0,56,0,6,12,0,51,0,0,Circlet,DF_p,508,0,0,6,18,0,6,0,0,0
36,Circlet,AK_p,747,19,0,0,0,0,0,37,0,18,Circlet,DF_p,209,19,39,0,0,0,0,0,12,0
1,Circlet,CD_p,0,35,46,9,8,0,0,0,0,0,Circlet,CR_p,478,0,0,9,9,0,0,44,0,0
16,Circlet,AK_p,0,66,0,5,0,7,0,0,0,19,Circlet,AK_p,538,0,58,0,0,0,0,0,6,8
1,Circlet,DF_p,478,0,81,0,0,0,10,21,0,0,Circlet,CR_p,508,0,46,0,0,17,0,0,0,7
0,Circlet,HP_p,836,45,21,0,0,0,0,0,0,5,Circlet,CR_p,0,14,60,0,0,0,0,35,0,13
14,Circlet,HP_p,299,51,21,0,0,0,0,0,9,0,Circlet,HP_p,687,0,0,0,10,0,0,0,7,7
46,Circlet,DF_p,0,39,0,0,10,0,12,0,7,0,Circlet,AK_p,239,31,0,0,0,0,10,0,0,23
1,Circlet,CD_p,896,31,0,4,0,13,0,0,0,0,Circlet,DF_p,0,0,60,0,9,0,0,40,4,0
4,Circlet,DF_p,0,0,0,15,6,0,5,54,0,0,Circlet,HP_p,508,0,0,0,9,0,16,0,8,0
8,Circlet,AK_p,0,66,0,0,0,7,0,19,0,12,Circlet,CR_p,269,37,0,15,0,0,0,0,0,13
8,Circlet,HB_p,508,14,0,10,0,0,17,0,0,0,Circlet,DF_p,0,0,35,10,0,0,0,44,0,19
7,Circlet,DF_p,807,16,0,9,0,0,0,35,0,0,Circlet,HP_p,508,33,19,0,0,0,0,0,0,19
299,Circlet,HP_p,0,16,0,0,17,0,0,0,5,14,Circlet,DF_p,0,16,23,0,0,0,0,0,3,35
13,Circlet,CR_p,209,0,0,0,17,7,0,61,0,0,Circlet,CR_p,0,0,0,5,0,0,16,37,0,12
25,Circlet,HP_p,508,0,0,0,16,0,0,0,3,15,Circlet,HP_p,209,35,0,0,0,7,0,0,0,31
1,Circlet,AK_p,0,49,35,5,0,0,0,40,0,0,Circlet,HP_p,0,41,0,0,0,0,6,42,6,0
2,Circlet,HP_p,209,56,0,0,17,6,0,0,0,0,Circlet,AK_p,508,0,37,0,0,19,0,0,0,14
5,Circlet,DF_p,568,31,0,15,5,0,0,0,0,0,Circlet,CD_p,0,0,44,0,8,12,0,0,6,0
0,Circlet,AK_p,269,29,0,0,0,6,0,89,0,0,Circlet,HP_p,299,49,21,0,13,0,0,0,0,0
17,Circlet,AK_p,0,0,19,0,0,20,0,0,3,21,Circlet,AK_p,777,0,0,0,0,0,0,23,7,19
8,Circlet,AK_p,0,35,0,10,0,0,6,56,0,0,Circlet,HB_p,239,0,39,0,0,5,0,0,0,27
5,Circlet,AK_p,508,43,0,0,0,20,6,0,0,0,Circlet,HP_p,0,0,16,0,21,0,17,0,4,0
14,Circlet,AK_p,478,0,62,0,0,0,5,37,0,0,Circlet,HP_p,0,14,0,0,0,0,0,44,6,21
2,Circlet,AK_p,0,0,74,0,0,0,11,23,0,5,Circlet,AK_p,0,31,0,0,0,0,11,16,0,21
5,Circlet,EM_f,0,31,65,9,0,0,0,0,3,0,Circlet,AK_p,269,39,19,0,0,0,0,0,0,23
15,Circlet,CD_p,0,0,0,9,19,0,0,23,4,0,Circlet,DF_p,0,14,21,0,0,0,10,0,0,28
1,Circlet,HP_p,0,45,60,0,0,12,0,23,0,0,Circlet,DF_p,568,0,0,0,0,0,16,0,4,14
44,Circlet,AK_p,0,0,21,8,0,20,0,0,6,0,Circlet,AK_p,0,0,60,0,0,20,0,0,4,11
11,Circlet,AK_p,478,0,0,0,0,20,13,21,0,0,Circlet,HB_p,239,0,0,8,0,0,18,0,0,13
18,Circlet,DF_p,837,0,39,0,10,0,0,0,3,0,Circlet,DF_p,0,0,42,0,6,0,0,37,0,19
5,Circlet,HB_p,448,0,39,9,0,13,0,0,0,0,Circlet,AK_p,0,35,37,0,0,14,0,0,6,0
4,Circlet,CD_p,0,19,37,0,0,20,0,58,0,0,Circlet,HP_p,0,0,0,0,0,6,13,16,15,0
3,Circlet,DF_p,269,0,42,0,0,0,5,75,0,0,Circlet,HP_p,747,0,42,0,0,0,0,19,0,15
17,Circlet,HP_p,0,19,0,0,0,0,10,49,6,0,Circlet,CD_p,0,0,44,4,0,0,0,42,10,0
206,Circlet,DF_p,0,33,16,0,0,0,0,0,14,6,Circlet,HB_p,0,0,39,0,6,0,0,0,9,20
2,Circlet,HP_p,598,0,19,0,10,17,0,0,0,0,Circlet,AK_p,448,16,0,0,0,0,0,77,0,8
449,Circlet,DF_p,0,31,23,0,0,0,0,0,3,31,Circlet,HP_p,0,18,0,0,10,0,0,0,4,26
8,Circlet,DF_p,478,27,0,0,0,0,0,23,10,0,Circlet,HB_p,0,18,0,0,20,0,0,23,0,12
7,Circlet,CR_p,0,35,58,10,0,0,0,21,0,0,Circlet,HP_p,717,0,0,0,10,0,5,44,0,0
28,Circlet,HP_p,418,0,81,0,0,0,0,19,0,15,Circlet,DF_p,448,19,44,0,0,0,0,0,0,26
5,Circlet,HP_p,896,33,23,0,11,0,0,0,0,0,Circlet,HB_p,0,19,0,0,0,14,16,0,0,19
6,Circlet,DF_p,269,14,0,0,16,0,18,0,0,0,Circlet,HP_p,0,39,19,0,9,0,0,0,0,16
14,Circlet,AK_p,0,35,0,0,0,5,0,84,7,0,Circlet,DF_p,0,37,0,0,9,0,0,44,7,0
14,Circlet,CD_p,508,39,79,0,0,0,0,0,4,0,Circlet,DF_p,0,0,21,15,9,0,0,0,10,0
2,Circlet,AK_p,448,0,0,5,0,18,12,0,0,0,Circlet,DF_p,777,19,0,14,0,0,0,0,3,0
5,Circlet,AK_p,747,0,0,0,0,15,11,16,0,0,Circlet,HP_p,568,0,0,0,0,6,0,21,16,0
16,Circlet,CR_p,836,31,42,8,0,0,0,0,0,0,Circlet,HB_p,0,33,37,6,16,0,0,0,0,0
1,Circlet,HP_p,508,0,19,0,0,24,6,0,0,0,Circlet,HB_p,508,33,0,0,0,0,0,40,6,0
2,Circlet,DF_p,209,37,0,0,10,0,15,0,0,0,Circlet,HB_p,0,64,0,0,6,0,0,16,7,0
17,Circlet,DF_p,209,51,0,0,10,0,0,42,0,0,Circlet,DF_p,448,0,0,4,0,0,22,0,4,0
7,Circlet,AK_p,0,14,0,0,0,0,24,19,7,0,Circlet,AK_p,568,35,0,0,0,0,11,0,9,0
10,Circlet,HP_p,448,0,0,0,22,13,5,0,0,0,Circlet,AK_p,0,14,0,0,0,7,0,93,7,0
17,Circlet,DF_p,239,35,100,0,0,0,0,16,0,0,Circlet,DF_p,657,0,0,0,9,0,10,0,0,8
1,Circlet,CD_p,538,0,51,0,0,15,6,0,0,0,Circlet,AK_p,0,0,81,0,0,0,5,44,3,0
26,Circlet,CD_p,0,0,21,0,15,12,0,63,0,0,Circlet,EM_f,0,0,0,6,5,0,6,0,0,38
0,Circlet,HP_p,807,0,0,0,10,0,12,16,0,0,Circlet,CD_p,0,0,42,0,15,0,17,21,0,0
2,Circlet,AK_p,0,0,0,10,0,20,18,0,0,5,Circlet,DF_p,0,53,0,0,9,0,0,44,6,0
0,Circlet,AK_p,0,33,16,5,0,27,0,0,0,0,Circlet,DF_p,0,33,0,4,0,0,0,56,9,0
1,Circlet,DF_p,568,53,67,0,0,0,5,0,0,0,Circlet,CD_p,807,0,39,5,0,0,0,0,6,0
6,Circlet,AK_p,0,35,0,14,0,13,12,0,0,0,Circlet,HB_p,837,16,58,0,0,0,0,0,0,8
5,Circlet,CR_p,0,35,0,8,0,0,11,40,0,0,Circlet,AK_p,0,0,0,11,0,0,10,37,6,0
6,Circlet,CR_p,0,16,104,0,0,0,0,37,0,5,Circlet,DF_p,0,0,60,5,14,0,0,16,0,0
5,Circlet,AK_p,0,18,0,0,0,0,0,79,9,8,Circlet,AK_p,0,0,37,9,0,0,0,0,11,7
10,Circlet,HP_p,538,66,0,0,0,0,0,0,3,8,Circlet,DF_p,777,0,0,9,5,0,0,0,7,0
23,Circlet,AK_p,807,37,35,0,0,0,0,0,0,7,Circlet,HB_p,0,54,0,4,0,18,0,0,4,0
42,Circlet,HP_p,0,0,37,0,10,0,0,19,0,23,Circlet,HP_p,299,0,16,0,0,0,0,0,10,21
2,Circlet,HP_p,209,0,44,0,0,18,11,0,0,0,Circlet,DF_p,239,0,0,17,9,0,6,0,0,0
12,Circlet,HB_p,0,91,0,0,0,5,0,23,6,0,Circlet,HP_p,0,14,0,0,0,0,5,58,11,0
3,Circlet,DF_p,0,0,42,8,9,0,13,0,0,0,Circlet,HB_p,0,33,0,0,0,5,0,42,10,0
15,Circlet,DF_p,299,0,21,15,0,0,16,0,0,0,Circlet,DF_p,568,35,0,0,0,0,10,0,7,0
7,Circlet,HP_p,0,33,0,0,10,12,0,0,6,0,Circlet,HP_p,0,0,0,0,21,0,6,0,7,11
15,Circlet,HP_p,239,0,0,0,0,0,0,72,7,7,Circlet,HP_p,239,27,0,0,20,0,0,0,6,0
47,Circlet,HP_p,0,0,0,0,6,0,10,37,10,0,Circlet,AK_p,866,14,0,0,0,0,0,0,7,12
11,Circlet,AK_p,747,19,37,0,0,0,10,0,0,0,Circlet,DF_p,508,18,0,0,0,0,0,0,8,22
2,Circlet,AK_p,0,56,16,0,0,0,11,42,0,0,Circlet,HB_p,0,0,0,0,5,0,5,86,0,14
7,Circlet,HP_p,687,39,0,0,4,0,0,0,0,12,Circlet,DF_p,0,19,16,0,26,0,0,0,6,0
31,Circlet,CD_p,0,0,42,10,0,0,0,44,7,0,Circlet,CD_p,0,70,0,4,15,0,0,0,4,0
8,Circlet,DF_p,538,0,0,0,10,0,17,0,3,0,Circlet,CD_p,0,0,60,4,10,0,0,0,7,0
4,Circlet,DF_p,508,27,0,10,10,0,0,0,0,0,Circlet,DF_p,508,0,37,0,16,0,10,0,0,0
0,Circlet,CR_p,0,35,0,9,0,0,17,0,0,6,Circlet,DF_p,0,33,42,0,10,0,0,0,0,12
4,Circlet,AK_p,448,0,62,0,0,0,11,0,0,7,Circlet,DF_p,0,31,51,0,4,0,0,0,0,16
0,Circlet,HP_p,0,31,19,0,21,7,0,0,0,0,Circlet,HP_p,0,0,0,0,10,5,11,0,9,0
59,Circlet,HP_p,0,27,42,0,5,0,0,0,0,20,Circlet,AK_p,0,19,0,0,0,0,0,37,9,14
20,Circlet,DF_p,0,0,0,5,13,0,12,0,7,0,Circlet,AK_p,478,0,44,5,0,0,0,0,0,24
25,Circlet,DF_p,836,14,0,0,0,0,18,0,3,0,Circlet,HP_p,0,33,60,0,0,12,0,0,4,0
13,Circlet,DF_p,508,0,0,0,0,0,9,23,0,20,Circlet,HP_p,0,56,16,0,10,0,0,0,0,19
1,Circlet,AK_p,0,31,62,0,0,0,0,33,3,0,Circlet,HB_p,0,16,46,0,0,0,10,0,0,18
23,Circlet,DF_p,0,27,0,15,10,0,0,0,7,0,Circlet,HP_p,0,0,19,0,0,19,0,16,0,21
8,Circlet,DF_p,747,29,23,0,0,0,0,0,0,12,Circlet,HP_p,0,0,42,0,5,0,15,0,0,13
21,Circlet,HP_p,0,33,0,0,10,13,0,0,7,0,Circlet,HB_p,538,31,0,0,5,0,0,0,10,0
34,Circlet,HB_p,239,0,83,0,9,0,0,0,7,0,Circlet,DF_p,836,0,39,0,4,0,0,0,10,0
45,Circlet,DF_p,0,0,37,14,10,0,0,23,0,0,Circlet,HP_p,0,56,0,0,0,12,5,0,0,7
1,Circlet,DF_p,299,68,21,0,0,0,0,35,0,0,Circlet,DF_p,0,29,0,4,19,0,0,23,0,0
2,Circlet,CD_p,598,16,56,0,0,12,0,0,0,0,Circlet,CR_p,0,37,0,9,16,0,0,0,0,5
16,Circlet,HP_p,0,39,0,0,0,10,11,0,0,14,Circlet,AK_p,0,0,35,5,0,0,5,0,0,27
1,Circlet,HP_p,269,0,53,0,0,0,12,0,0,14,Circlet,AK_p,1046,16,0,4,0,0,0,0,0,15
7,Circlet,DF_p,896,0,51,5,0,0,10,0,0,0,Circlet,DF_p,866,0,21,0,0,0,5,0,13,0
4,Circlet,CR_p,418,0,0,0,10,0,0,65,0,6,Circlet,DF_p,0,0,42,0,9,0,0,58,4,0
12,Circlet,CR_p,478,0,0,0,0,17,0,44,0,5,Circlet,DF_p,538,0,0,0,15,0,16,21,0,0
194,Circlet,AK_p,239,0,39,0,0,0,0,0,10,13,Circlet,AK_p,0,19,0,0,0,12,0,0,11,12
0,Circlet,HB_p,687,29,60,0,0,0,6,0,0,0,Circlet,DF_p,418,0,58,0,0,0,12,0,4,0
19,Circlet,HP_p,508,0,39,0,0,20,0,0,4,0,Circlet,HP_p,209,64,0,0,0,0,12,0,7,0
7,Circlet,HP_p,0,35,21,0,9,19,0,0,0,0,Circlet,HP_p,269,29,0,0,0,0,0,40,0,21
5,Circlet,HP_p,0,45,39,0,9,14,0,0,0,0,Circlet,DF_p,0,0,0,10,0,0,9,47,7,0
25,Circlet,HB_p,299,0,19,9,0,0,0,0,14,0,Circlet,DF_p,0,0,0,0,5,0,12,0,6,28
11,Circlet,AK_p,0,66,0,0,0,7,5,40,0,0,Circlet,EM_f,0,18,0,16,0,0,22,0,3,0
163,Circlet,HB_p,0,35,37,4,0,0,0,0,11,0,Circlet,AK_p,0,37,0,0,0,6,0,33,13,0
13,Circlet,CR_p,568,47,35,0,0,6,0,0,0,0,Circlet,CR_p,239,0,0,0,10,17,17,0,0,0
10,Circlet,DF_p,209,56,56,0,0,0,0,40,0,0,Circlet,AK_p,538,0,58,0,0,0,12,0,7,0
0,Circlet,CR_p,508,0,53,0,0,0,10,23,0,0,Circlet,HP_p,508,27,0,0,0,17,0,0,3,0
14,Circlet,HP_p,299,47,16,0,0,0,17,0,0,0,Circlet,CD_p,0,47,32,14,0,0,0,0,4,0
1,Circlet,CR_p,0,0,0,0,0,12,21,23,0,7,Circlet,CD_p,508,0,0,9,0,7,0,0,9,0
14,Circlet,EM_f,209,35,0,0,15,0,0,0,0,13,Circlet,HP_p,0,0,21,0,5,0,0,42,13,0
6,Circlet,AK_p,687,14,0,10,0,0,12,0,0,0,Circlet,HB_p,538,0,0,0,9,7,0,0,0,20
3,Circlet,AK_p,508,16,60,0,0,0,16,0,0,0,Circlet,HP_p,0,47,0,0,8,0,11,42,0,0
12,Circlet,HP_p,0,27,42,0,0,0,11,0,0,13,Circlet,CD_p,209,0,0,0,11,17,0,0,7,0
14,Circlet,AK_p,0,16,58,0,0,0,12,0,0,17,Circlet,AK_p,0,33,0,0,0,26,0,0,3,15
15,Circlet,AK_p,0,53,19,15,0,0,0,0,0,8,Circlet,AK_p,0,0,19,0,0,20,0,23,0,17
117,Circlet,DF_p,448,49,0,0,0,0,0,0,7,13,Circlet,DF_p,239,0,0,4,0,0,0,44,14,0
2,Circlet,CD_p,896,0,0,0,0,12,6,23,0,0,Circlet,DF_p,538,0,19,0,9,0,0,86,0,0
14,Circlet,HB_p,0,19,0,9,21,0,0,0,3,0,Circlet,HB_p,0,33,0,10,10,0,0,0,7,0
7,Circlet,DF_p,568,0,0,15,0,0,5,0,7,0,Circlet,HB_p,239,31,42,0,0,0,0,0,0,18
5,Circlet,HP_p,0,18,44,0,9,0,0,56,0,0,Circlet,HP_p,0,0,19,0,0,14,0,37,10,0
11,Circlet,DF_p,269,27,0,10,0,0,0,68,0,0,Circlet,DF_p,0,0,76,12,10,0,0,0,0,7
0,Circlet,AK_p,0,49,35,4,0,14,0,0,0,0,Circlet,HP_p,807,0,0,0,4,0,0,0,3,30
0,Circlet,DF_p,508,0,0,10,6,0,0,79,0,0,Circlet,DF_p,807,68,0,0,0,0,0,19,3,0
12,Circlet,CR_p,837,0,16,20,0,0,0,0,0,6,Circlet,EM_f,0,0,21,9,10,0,0,0,0,19
2,Circlet,CD_p,0,51,62,0,0,7,0,16,0,0,Circlet,HP_p,568,0,19,0,0,0,18,0,5,0
3,Circlet,HP_p,538,37,0,0,0,20,0,0,0,5,Circlet,HP_p,0,29,16,0,0,19,0,0,0,13
28,Circlet,AK_p,0,49,67,0,0,0,0,21,3,0,Circlet,DF_p,209,29,0,0,0,0,0,42,10,0
62,Circlet,AK_p,0,27,37,0,0,12,0,0,0,14,Circlet,DF_p,0,0,37,16,0,0,11,0,0,15
0,Circlet,CD_p,239,39,0,5,0,0,24,0,0,0,Circlet,DF_p,0,29,0,6,0,0,6,0,14,0
26,Circlet,DF_p,508,0,42,9,0,0,0,0,0,15,Circlet,HB_p,299,0,0,0,16,0,5,0,10,0
5,Circlet,EM_f,598,0,0,0,10,13,0,0,0,12,Circlet,HB_p,0,0,23,0,0,0,5,65,10,0
4,Circlet,CR_p,239,70,0,0,4,13,0,0,0,0,Circlet,HP_p,657,0,37,0,0,0,11,0,0,7
31,Circlet,HP_p,538,0,0,0,8,6,0,0,0,18,Circlet,DF_p,209,37,0,0,10,0,0,0,0,21
10,Circlet,AK_p,0,47,0,0,0,0,9,19,0,12,Circlet,DF_p,717,29,0,0,0,0,0,0,4,16
18,Circlet,HP_p,508,0,0,0,16,7,0,0,6,0,Circlet,DF_p,687,0,44,0,0,0,0,0,3,16
8,Circlet,DF_p,0,31,44,0,5,0,0,61,0,0,Circlet,DF_p,0,51,42,0,0,0,0,0,3,13
5,Circlet,HP_p,478,14,62,0,12,0,0,0,0,0,Circlet,AK_p,0,0,60,0,0,5,0,40,0,15
36,Circlet,CR_p,0,0,0,10,0,7,16,0,0,21,Circlet,DF_p,0,35,0,0,0,0,5,0,7,19
1,Circlet,HP_p,0,31,32,0,0,13,0,40,0,0,Circlet,AK_p,209,0,0,0,0,0,0,82,4,14
2,Circlet,DF_p,239,68,46,0,0,0,0,0,0,5,Circlet,DF_p,418,31,0,0,0,0,0,37,7,0
0,Circlet,CR_p,239,0,21,0,10,26,0,0,0,0,Circlet,HB_p,209,0,53,0,16,0,5,0,0,0
6,Circlet,DF_p,538,0,76,0,10,0,0,0,0,7,Circlet,CD_p,747,0,16,0,0,6,0,0,11,0
0,Circlet,DF_p,598,0,19,0,0,0,16,33,0,0,Circlet,AK_p,0,39,0,0,0,0,6,49,7,0
9,Circlet,HP_p,0,0,16,0,11,13,16,0,0,0,Circlet,DF_p,0,0,19,9,17,0,11,0,0,0
52,Circlet,DF_p,239,0,65,5,0,0,0,0,9,0,Circlet,AK_p,0,49,23,4,0,0,0,0,0,21
6,Circlet,AK_p,568,0,39,5,0,20,0,0,0,0,Circlet,HP_p,0,0,83,0,4,0,0,19,7,0
0,Circlet,CD_p,598,0,42,0,9,0,0,42,0,0,Circlet,DF_p,0,53,39,0,0,0,12,0,3,0
48,Circlet,HB_p,0,33,0,0,5,13,0,0,10,0,Circlet,HP_p,448,0,0,0,0,0,0,61,9,7
2,Circlet,CR_p,0,45,42,10,0,0,0,37,0,0,Circlet,DF_p,0,33,21,0,20,0,0,37,0,0
12,Circlet,CD_p,896,0,35,15,0,0,0,19,0,0,Circlet,CR_p,627,0,39,0,9,0,0,42,0,0
22,Circlet,DF_p,0,16,51,10,0,0,12,0,0,0,Circlet,CD_p,0,0,39,4,22,6,0,0,0,0
15,Circlet,DF_p,747,19,0,0,15,0,0,16,0,0,Circlet,DF_p,299,0,0,0,24,0,0,0,5,7
354,Circlet,HP_p,239,0,0,0,15,5,0,0,13,0,Circlet,EM_f,598,0,0,0,0,0,12,0,14,6
187,Circlet,DF_p,299,0,21,0,9,0,0,0,12,0,Circlet,HB_p,0,0,42,0,9,0,0,0,7,17
32,Circlet,HP_p,0,0,60,0,0,5,12,0,11,0,Circlet,EM_f,657,0,19,0,0,0,0,0,10,16
1,Circlet,AK_p,0,58,23,0,0,0,5,40,0,0,Circlet,AK_p,448,0,62,0,0,0,0,56,4,0
0,Circlet,CR_p,777,0,16,0,0,0,11,35,0,0,Circlet,HB_p,478,0,39,0,0,0,0,0,6,20
12,Circlet,AK_p,747,39,0,8,0,0,5,0,0,0,Circlet,CD_p,717,66,0,0,0,0,0,21,4,0
1,Circlet,HP_p,269,0,62,0,0,0,5,58,0,0,Circlet,HP_p,269,56,0,0,0,0,11,0,0,13
52,Circlet,DF_p,0,0,37,0,0,0,6,19,14,0,Circlet,DF_p,0,0,0,0,17,0,0,16,11,12
7,Circlet,HP_p,0,16,60,0,0,13,10,0,0,0,Circlet,AK_p,478,0,44,5,0,0,0,0,0,16
1,Circlet,CR_p,0,53,39,5,0,0,0,40,0,0,Circlet,DF_p,478,49,0,0,0,0,5,0,0,13
9,Circlet,CR_p,269,0,0,13,11,0,0,37,0,0,Circlet,HP_p,717,0,0,0,0,26,0,0,4,5
2,Circlet,DF_p,777,0,60,0,5,0,0,16,0,0,Circlet,AK_p,418,0,23,0,0,0,23,0,0,14
0,Circlet,CR_p,239,33,58,0,8,0,0,0,0,0,Circlet,HB_p,0,14,39,0,0,0,0,63,7,0
11,Circlet,CR_p,0,29,37,0,0,0,17,0,0,5,Circlet,HP_p,299,45,0,0,10,0,0,0,6,0
10,Circlet,HP_p,0,0,19,0,11,23,0,0,0,5,Circlet,HP_p,0,47,44,0,0,12,0,0,0,15
25,Circlet,HP_p,478,18,0,0,0,11,0,0,10,0,Circlet,DF_p,0,29,0,0,12,0,6,0,13,0
5,Circlet,CD_p,0,18,0,16,0,0,11,0,7,0,Circlet,DF_p,538,53,0,0,5,0,0,0,0,13
0,Circlet,CD_p,0,0,0,13,10,5,12,0,0,0,Circlet,CD_p,0,29,0,0,4,7,0,0,14,0
1,Circlet,CD_p,836,62,21,0,0,7,0,0,0,0,Circlet,AK_p,0,49,58,0,0,7,0,0,3,0
7,Circlet,DF_p,538,0,60,4,0,0,0,44,0,0,Circlet,HP_p,1016,0,0,0,0,17,0,23,3,0
10,Circlet,CR_p,0,0,44,12,0,0,5,51,0,0,Circlet,HB_p,538,45,21,0,9,0,0,0,0,0
1,Circlet,HP_p,0,0,56,0,0,0,12,37,3,0,Circlet,CD_p,0,0,0,5,9,11,0,0,11,0
4,Circlet,DF_p,0,19,0,14,10,0,16,0,0,0,Circlet,HP_p,209,19,0,0,19,0,0,0,6,0
9,Circlet,CR_p,538,14,37,0,0,20,0,0,0,0,Circlet,HB_p,448,33,0,0,0,0,0,33,0,19
10,Circlet,HP_p,508,14,0,0,0,13,16,0,0,0,Circlet,AK_p,299,0,44,0,0,0,11,0,9,0
2,Circlet,HP_p,568,54,35,0,0,0,0,35,0,0,Circlet,AK_p,0,0,0,9,0,0,11,37,0,18
72,Circlet,DF_p,508,0,0,10,0,0,0,21,0,19,Circlet,EM_f,0,35,0,0,0,18,0,0,6,8
9,Circlet,AK_p,568,29,65,0,0,0,0,0,0,5,Circlet,HB_p,0,0,44,0,5,25,0,0,8,0
22,Circlet,CD_p,0,18,0,0,0,0,11,44,10,0,Circlet,EM_f,0,19,16,0,19,0,0,0,6,0
132,Circlet,HP_p,0,0,76,0,4,7,0,0,7,0,Circlet,CR_p,0,16,23,0,0,0,11,0,0,26
12,Circlet,CR_p,0,54,42,0,0,13,5,0,0,0,Circlet,HB_p,209,0,35,5,0,0,0,0,0,26
